Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
GCS_73,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6011,Precast and Prestressed Concrete Structures,A project is required,,Course-integrated,
GCS_74,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6021,Durability of Concrete Materials,A project is required,,Course-integrated,
GCS_75,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6031,Seismic Assessment and Retrofit of Structures,Case studies & a project are required,,Course-integrated,
GCS_76,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6051,Design of Industrial Structures,A case study & project,,Course-integrated,
GCS_77,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6061,Structural Health Monitoring,"Field application, A project is required",,Course-integrated,
GCS_78,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6071,Advanced Steel Structures Design,A project is required,,Course-integrated,
GCS_79,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6101,Planning and Design of Bridges,A project is required,,Course-integrated,
GCS_80,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6301,Hydrology,A case study & a project are required,,Course-integrated,
GCS_81,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6331,Hydraulic Engineering,A case study & a project are required,,Course-integrated,
GCS_82,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6381,Hydraulic Structures,A project is required,,Course-integrated,
GCS_83,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6401,Transportation Systems Analysis,A project is required,,Course-integrated,
GCS_84,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6411,Urban Transportation Planning,A project is required,,Course-integrated,
GCS_85,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6441,Traffic Engineering,A project is required,,Course-integrated,
GCS_86,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6451,Pavement Design,A project is required,,Course-integrated,
GCS_87,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6461,Pavement Management Systems,A project is required,,Course-integrated,
GCS_88,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6481,Sustainable Management of Industrial Waste,A project is required,,Course-integrated,
GCS_89,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6491,Engineering Aspects of Site Remediation,"Lab demonstrations, A project is required",,Course-integrated,
GCS_90,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6501,Foundation Engineering,A project is required,,Course-integrated,
GCS_91,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6521,Soil Behaviour,A project is required,,Course-integrated,
GCS_92,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6531,Soil Testing and Properties,A project is required,,Course-integrated,
GCS_93,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6541,Reinforced Earth,A project is required,,Course-integrated,
GCS_94,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6601,Modelling in Building and Environmental Engineering,A case study and project,,Course-integrated,
GCS_95,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6611,Environmental Engineering,A case study and a project are required,,Course-integrated,
GCS_96,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6621,Engineering Aspects of Biological Treatment of Water and Air,"Lab demonstration, case study and project",,Course-integrated,
GCS_97,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6631,Hazardous Material Management and Transportation,A project is required,,Course-integrated,
GCS_98,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6641,Unit Operations in Environmental Engineering,A case study and a project are required,,Course-integrated,
GCS_99,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6651,Water Pollution and Control,A case study and a project are required,,Course-integrated,
GCS_100,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6661,Environmental Impact Assessment,Case studies and project,,Course-integrated,
GCS_101,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6671,Fate and Transport of Contaminants in the Environment,A project is required,,Course-integrated,
GCS_102,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6681,Environmental Nanotechnology,A project is required,,Course-integrated,
GCS_103,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6691,Greenhouse Gases and Control,A project is required,,Course-integrated,
GCS_104,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6711,Asset Management for Sustainable Civil Infrastructure,A project is required,,Course-integrated,
GCS_105,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7001,Earthquake Engineering,A project is required,,Course-integrated,
GCS_106,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7031,Dynamics of Foundations,A project is required,,Course-integrated,
GCS_107,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7101,Theory and Design of Orthotropic Bridges,A project is required,,Course-integrated,
GCS_108,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7111,Theory and Design of Modern Bridge Systems,A project is required,,Course-integrated,
GCS_109,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7121,Cable Stayed Bridges,A project is required,,Course-integrated,
GCS_110,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7311,Advanced Analysis of Groundwater Flow and Contamination,A project is required,,Course-integrated,
GCS_111,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,7401,Design of Transportation Terminals,A project is required,,Course-integrated,
GCS_175,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,423,Distributed Systems,"Laboratory: 24 hours total, project",Laboratory/clinics,Course-integrated,
GCS_176,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,487,Web Services and Applications,"Laboratory: 24 hours total, project",Laboratory/clinics,Course-integrated,
GCS_177,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,490,Capstone Software Engineering Design Project,"capstone, group project",Laboratory/clinics,Course-integrated,
GCS_178,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,491,Software Engineering Project,project,Laboratory/clinics,Course-integrated,
GCS_378,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,211,Mechanical Engineering Drawing,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_379,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,215,Programming for Mechanical and Industrial Engineers,"Laboratory: 1 hour per week
Using Arduino - a type of microcontroller board used for mechatronics and robotics",Laboratory/Clinics,Course-integrated,
GCS_118,GCS,Centre for Engineering in Society,Engineering,Any level,Bachelor / Master / Certificate,ENCS,483,Innovation and Critical Thinking in Science and Technology (also listed as ENCS 6041),"Simulations, course-integrated projects, case studies & real time innovation challenges",Simulations,Course-integrated,
GCS_119,GCS,Centre for Engineering in Society,Engineering,Any level,Bachelor / Master,ENCS,484,Development & Global Engineering (also listed as ENCS 6821),Course-integrated project; Games; Case Studies;,Case studies;Games/Role-playing,Course-integrated,
GCS_120,GCS,Centre for Engineering in Society,Engineering,Graduate,Master,ENCS,691,Technology Policy Immersion,Course-integrated project; Case Studies,,Course-integrated,
GCS_121,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / PhD,ENCS,5721,Argumentation and Composition for Engineers,Course-integrated project; Case Studies,,Course-integrated,
GCS_0121,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6041,Innovation and Critical Thinking in Science and Technology (also listed as ENCS 6041),"Simulations, course-integrated projects, case studies & real time innovation challenges",,Course-integrated,
GCS_122,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6042,Communication for the Innovation Process,"Simulations, course-integrated projects, case studies & real time innovation challenges",,Course-integrated,
GCS_123,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6043,Seminar in Innovation Process,"Building network with industry, real time case studies with industry",,Course-integrated,
GCS_124,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6044,Practicum in Innovation,Fully integrated practicum project,,Course-integrated,
GCS_0124,GCS,Centre for Engineering in Society,Engineering,Graduate,Master / Certificate,ENCS,6821,Development & Global Engineering (also listed as ENCS 6821),Course-integrated project; Games; Case Studies;,,Course-integrated,
GCS_380,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,311,Manufacturing Processes,"Industrial visits, field trips to local industries, Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_381,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,321,Properties and Failure of Materials,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_382,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,343,Theory of Machines,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_383,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,351,Thermodynamics II,"Laboratory: 2 hours per week, alternate weeks
Micro Steam Car Competition: students design & build a car powered by a soda-can water boiler, a pin-sized nozzle and a turbine which drives the front wheels",Laboratory/Clinics;Hands-on workshops,Course-integrated,
GCS_384,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,352,Heat Transfer I,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_385,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,361,Fluid Mechanics II,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_386,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,368,Electronics for Mechanical Engineers,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_387,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,370,Modelling and Analysis of Dynamic Systems,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_388,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,371,Analysis and Design of Control Systems,"Laboratory: 3 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
GCS_389,GCS,"Mechanical, Industrial and Aerospace Engineering (MIAE)",Mechanical Engineering,Undergraduate,Bachelor,MECH,375,Mechanical Vibrations,"Laboratory: 2 hours per week, alternate weeks",Laboratory/Clinics,Course-integrated,
